Date,Unregulated Inflow*** (cfs),,,,,,,,,
25-Jul-14,1346, , , , , , , , , 
26-Jul-14,1358, , , , , , , , , 
27-Jul-14,1291, , , , , , , , , 
28-Jul-14,1549, , , , , , , , , 
29-Jul-14,1811, , , , , , , , , 
30-Jul-14,1708, , , , , , , , , 
31-Jul-14,1545, , , , , , , , , 
1-Aug-14,1587, , , , , , , , , 
2-Aug-14,1528, , , , , , , , , 
3-Aug-14,1545, , , , , , , , , 
4-Aug-14,1316, , , , , , , , , 
5-Aug-14,1581, , , , , , , , , 
6-Aug-14,1416, , , , , , , , , 
7-Aug-14,1287, , , , , , , , , 
8-Aug-14,1111, , , , , , , , , 
9-Aug-14,1023, , , , , , , , , 
10-Aug-14,992, , , , , , , , , 
11-Aug-14,982, , , , , , , , , 
12-Aug-14,927, , , , , , , , , 
13-Aug-14,936, , , , , , , , , 
14-Aug-14,983, , , , , , , , , 
15-Aug-14,926, , , , , , , , , 
16-Aug-14,878, , , , , , , , , 
17-Aug-14,760, , , , , , , , , 
18-Aug-14,800, , , , , , , , , 
19-Aug-14,727, , , , , , , , , 
20-Aug-14,797, , , , , , , , , 
21-Aug-14,753, , , , , , , , , 
22-Aug-14,883, , , , , , , , , 
23-Aug-14,867, , , , , , , , , 
24-Aug-14,1083, , , , , , , , , 
25-Aug-14,817, , , , , , , , , 
26-Aug-14,828, , , , , , , , , 
27-Aug-14,1031, , , , , , , , , 
28-Aug-14,1086, , , , , , , , , 
29-Aug-14,936, , , , , , , , , 
30-Aug-14,879, , , , , , , , , 
31-Aug-14,803, , , , , , , , , 
1-Sep-14,620, , , , , , , , , 
2-Sep-14,547, , , , , , , , , 
3-Sep-14,487, , , , , , , , , 
4-Sep-14,484, , , , , , , , , 
5-Sep-14,811, , , , , , , , , 
6-Sep-14,440, , , , , , , , , 
7-Sep-14,632, , , , , , , , , 
8-Sep-14,774, , , , , , , , , 
9-Sep-14,1300, , , , , , , , , 
10-Sep-14,1449, , , , , , , , , 
11-Sep-14,1125, , , , , , , , , 
12-Sep-14,756, , , , , , , , , 
13-Sep-14,1276, , , , , , , , , 
14-Sep-14,665, , , , , , , , , 
15-Sep-14,690, , , , , , , , , 
16-Sep-14,492, , , , , , , , , 
17-Sep-14,654, , , , , , , , , 
18-Sep-14,640, , , , , , , , , 
19-Sep-14,572, , , , , , , , , 
20-Sep-14,578, , , , , , , , , 
21-Sep-14,614, , , , , , , , , 
22-Sep-14,1076, , , , , , , , , 
23-Sep-14,1123, , , , , , , , , 
24-Sep-14,893, , , , , , , , , 
25-Sep-14,820, , , , , , , , , 
26-Sep-14,698, , , , , , , , , 
27-Sep-14,711, , , , , , , , , 
28-Sep-14,913, , , , , , , , , 
29-Sep-14,948, , , , , , , , , 
30-Sep-14,1597, , , , , , , , , 
1-Oct-14,1099, , , , , , , , , 
2-Oct-14,1084, , , , , , , , , 
3-Oct-14,959, , , , , , , , , 
4-Oct-14,1101, , , , , , , , , 
5-Oct-14,1001, , , , , , , , , 
6-Oct-14,910, , , , , , , , , 
7-Oct-14,901, , , , , , , , , 
8-Oct-14,837, , , , , , , , , 
9-Oct-14,960, , , , , , , , , 
10-Oct-14,1013, , , , , , , , , 
11-Oct-14,1057, , , , , , , , , 
12-Oct-14,918, , , , , , , , , 
13-Oct-14,994, , , , , , , , , 
14-Oct-14,1032, , , , , , , , , 
15-Oct-14,897, , , , , , , , , 
16-Oct-14,911, , , , , , , , , 
17-Oct-14,829, , , , , , , , , 
18-Oct-14,912, , , , , , , , , 
19-Oct-14,842, , , , , , , , , 
20-Oct-14,821, , , , , , , , , 
21-Oct-14,515, , , , , , , , , 
22-Oct-14,923, , , , , , , , , 
23-Oct-14,959, , , , , , , , , 
24-Oct-14,813, , , , , , , , , 
25-Oct-14,813, , , , , , , , , 
26-Oct-14,848, , , , , , , , , 
27-Oct-14,650, , , , , , , , , 
28-Oct-14,821, , , , , , , , , 
29-Oct-14,612, , , , , , , , , 
30-Oct-14,752, , , , , , , , , 
31-Oct-14,753, , , , , , , , , 
1-Nov-14,669, , , , , , , , , 
2-Nov-14,764, , , , , , , , , 
3-Nov-14,888, , , , , , , , , 
4-Nov-14,767, , , , , , , , , 
5-Nov-14,624, , , , , , , , , 
6-Nov-14,689, , , , , , , , , 
7-Nov-14,583, , , , , , , , , 
8-Nov-14,723, , , , , , , , , 
9-Nov-14,642, , , , , , , , , 
10-Nov-14,602, , , , , , , , , 
11-Nov-14,451, , , , , , , , , 
12-Nov-14,632, , , , , , , , , 
13-Nov-14,637, , , , , , , , , 
14-Nov-14,758, , , , , , , , , 
15-Nov-14,736, , , , , , , , , 
16-Nov-14,652, , , , , , , , , 
17-Nov-14,309, , , , , , , , , 
18-Nov-14,520, , , , , , , , , 
19-Nov-14,289, , , , , , , , , 
20-Nov-14,508, , , , , , , , , 
21-Nov-14,629, , , , , , , , , 
22-Nov-14,570, , , , , , , , , 
23-Nov-14,648, , , , , , , , , 
24-Nov-14,607, , , , , , , , , 
25-Nov-14,528, , , , , , , , , 
26-Nov-14,656, , , , , , , , , 
27-Nov-14,590, , , , , , , , , 
28-Nov-14,693, , , , , , , , , 
29-Nov-14,598, , , , , , , , , 
30-Nov-14,546, , , , , , , , , 
1-Dec-14,681, , , , , , , , , 
2-Dec-14,580, , , , , , , , , 
3-Dec-14,598, , , , , , , , , 
4-Dec-14,612, , , , , , , , , 
5-Dec-14,829, , , , , , , , , 
6-Dec-14,606, , , , , , , , , 
7-Dec-14,566, , , , , , , , , 
8-Dec-14,637, , , , , , , , , 
9-Dec-14,439, , , , , , , , , 
10-Dec-14,450, , , , , , , , , 
11-Dec-14,463, , , , , , , , , 
12-Dec-14,452, , , , , , , , , 
13-Dec-14,689, , , , , , , , , 
14-Dec-14,663, , , , , , , , , 
15-Dec-14,563, , , , , , , , , 
16-Dec-14,447, , , , , , , , , 
17-Dec-14,511, , , , , , , , , 
18-Dec-14,655, , , , , , , , , 
19-Dec-14,503, , , , , , , , , 
20-Dec-14,481, , , , , , , , , 
21-Dec-14,551, , , , , , , , , 
22-Dec-14,764, , , , , , , , , 
23-Dec-14,533, , , , , , , , , 
24-Dec-14,319, , , , , , , , , 
25-Dec-14,497, , , , , , , , , 
26-Dec-14,556, , , , , , , , , 
27-Dec-14,484, , , , , , , , , 
28-Dec-14,284, , , , , , , , , 
29-Dec-14,618, , , , , , , , , 
30-Dec-14,507, , , , , , , , , 
31-Dec-14,440, , , , , , , , , 
1-Jan-15,304, , , , , , , , , 
2-Jan-15,585, , , , , , , , , 
3-Jan-15,356, , , , , , , , , 
4-Jan-15,349, , , , , , , , , 
5-Jan-15,464, , , , , , , , , 
6-Jan-15,417, , , , , , , , , 
7-Jan-15,552, , , , , , , , , 
8-Jan-15,569, , , , , , , , , 
9-Jan-15,515, , , , , , , , , 
10-Jan-15,433, , , , , , , , , 
11-Jan-15,541, , , , , , , , , 
12-Jan-15,577, , , , , , , , , 
13-Jan-15,621, , , , , , , , , 
14-Jan-15,514, , , , , , , , , 
15-Jan-15,563, , , , , , , , , 
16-Jan-15,400, , , , , , , , , 
17-Jan-15,473, , , , , , , , , 
18-Jan-15,450, , , , , , , , , 
19-Jan-15,481, , , , , , , , , 
20-Jan-15,567, , , , , , , , , 
21-Jan-15,460, , , , , , , , , 
22-Jan-15,444, , , , , , , , , 
23-Jan-15,405, , , , , , , , , 
24-Jan-15,368, , , , , , , , , 
25-Jan-15,445, , , , , , , , , 
26-Jan-15,573, , , , , , , , , 
27-Jan-15,463, , , , , , , , , 
28-Jan-15,538, , , , , , , , , 
29-Jan-15,449, , , , , , , , , 
30-Jan-15,560, , , , , , , , , 
31-Jan-15,479, , , , , , , , , 
1-Feb-15,497, , , , , , , , , 
2-Feb-15,464, , , , , , , , , 
3-Feb-15,516, , , , , , , , , 
4-Feb-15,486, , , , , , , , , 
5-Feb-15,492, , , , , , , , , 
6-Feb-15,510, , , , , , , , , 
7-Feb-15,454, , , , , , , , , 
8-Feb-15,534, , , , , , , , , 
9-Feb-15,510, , , , , , , , , 
10-Feb-15,453, , , , , , , , , 
11-Feb-15,507, , , , , , , , , 
12-Feb-15,559, , , , , , , , , 
13-Feb-15,481, , , , , , , , , 
14-Feb-15,450, , , , , , , , , 
15-Feb-15,458, , , , , , , , , 
16-Feb-15,571, , , , , , , , , 
17-Feb-15,435, , , , , , , , , 
18-Feb-15,370, , , , , , , , , 
19-Feb-15,486, , , , , , , , , 
20-Feb-15,518, , , , , , , , , 
21-Feb-15,501, , , , , , , , , 
22-Feb-15,731, , , , , , , , , 
23-Feb-15,598, , , , , , , , , 
24-Feb-15,525, , , , , , , , , 
25-Feb-15,454, , , , , , , , , 
26-Feb-15,596, , , , , , , , , 
27-Feb-15,425, , , , , , , , , 
28-Feb-15,575, , , , , , , , , 
1-Mar-15,469, , , , , , , , , 
2-Mar-15,521, , , , , , , , , 
3-Mar-15,639, , , , , , , , , 
4-Mar-15,470, , , , , , , , , 
5-Mar-15,374, , , , , , , , , 
6-Mar-15,368, , , , , , , , , 
7-Mar-15,566, , , , , , , , , 
8-Mar-15,510, , , , , , , , , 
9-Mar-15,403, , , , , , , , , 
10-Mar-15,613, , , , , , , , , 
11-Mar-15,429, , , , , , , , , 
12-Mar-15,592, , , , , , , , , 
13-Mar-15,453, , , , , , , , , 
14-Mar-15,700, , , , , , , , , 
15-Mar-15,582, , , , , , , , , 
16-Mar-15,793, , , , , , , , , 
17-Mar-15,805, , , , , , , , , 
18-Mar-15,1072, , , , , , , , , 
19-Mar-15,1220, , , , , , , , , 
20-Mar-15,1217, , , , , , , , , 
21-Mar-15,1303, , , , , , , , , 
22-Mar-15,1401, , , , , , , , , 
23-Mar-15,1401, , , , , , , , , 
24-Mar-15,1323, , , , , , , , , 
25-Mar-15,1202, , , , , , , , , 
26-Mar-15,1072, , , , , , , , , 
27-Mar-15,1024, , , , , , , , , 
28-Mar-15,1177, , , , , , , , , 
29-Mar-15,1320, , , , , , , , , 
30-Mar-15,1440, , , , , , , , , 
31-Mar-15,1536, , , , , , , , , 
1-Apr-15,1635, , , , , , , , , 
2-Apr-15,1498, , , , , , , , , 
3-Apr-15,1448, , , , , , , , , 
4-Apr-15,1344, , , , , , , , , 
5-Apr-15,1228, , , , , , , , , 
6-Apr-15,1024, , , , , , , , , 
7-Apr-15,1296, , , , , , , , , 
8-Apr-15,1267, , , , , , , , , 
9-Apr-15,1231, , , , , , , , , 
10-Apr-15,1206, , , , , , , , , 
11-Apr-15,1169, , , , , , , , , 
12-Apr-15,1066, , , , , , , , , 
13-Apr-15,1173, , , , , , , , , 
14-Apr-15,1192, , , , , , , , , 
15-Apr-15,1274, , , , , , , , , 
16-Apr-15,1309, , , , , , , , , 
17-Apr-15,1581, , , , , , , , , 
18-Apr-15,1152, , , , , , , , , 
19-Apr-15,1209, , , , , , , , , 
20-Apr-15,1264, , , , , , , , , 
21-Apr-15,1122, , , , , , , , , 
22-Apr-15,1257, , , , , , , , , 
23-Apr-15,1128, , , , , , , , , 
24-Apr-15,1107, , , , , , , , , 
25-Apr-15,1089, , , , , , , , , 
26-Apr-15,1168, , , , , , , , , 
27-Apr-15,1070, , , , , , , , , 
28-Apr-15,1034, , , , , , , , , 
29-Apr-15,1049, , , , , , , , , 
30-Apr-15,1255, , , , , , , , , 
1-May-15,1307, , , , , , , , , 
2-May-15,1553, , , , , , , , , 
3-May-15,1763, , , , , , , , , 
4-May-15,1867, , , , , , , , , 
5-May-15,1982, , , , , , , , , 
6-May-15,2623, , , , , , , , , 
7-May-15,2722, , , , , , , , , 
8-May-15,2523, , , , , , , , , 
9-May-15,2394, , , , , , , , , 
10-May-15,2276, , , , , , , , , 
11-May-15,2072, , , , , , , , , 
12-May-15,1969, , , , , , , , , 
13-May-15,1821, , , , , , , , , 
14-May-15,1913, , , , , , , , , 
15-May-15,1864, , , , , , , , , 
16-May-15,1929, , , , , , , , , 
17-May-15,1829, , , , , , , , , 
18-May-15,1900, , , , , , , , , 
19-May-15,2054, , , , , , , , , 
20-May-15,2302, , , , , , , , , 
21-May-15,2391, , , , , , , , , 
22-May-15,2174, , , , , , , , , 
23-May-15,2251, , , , , , , , , 
24-May-15,2330, , , , , , , , , 
25-May-15,2493, , , , , , , , , 
26-May-15,2444, , , , , , , , , 
27-May-15,2390, , , , , , , , , 
28-May-15,2696, , , , , , , , , 
29-May-15,2816, , , , , , , , , 
30-May-15,2894, , , , , , , , , 
31-May-15,3167, , , , , , , , , 
1-Jun-15,3908, , , , , , , , , 
2-Jun-15,4860, , , , , , , , , 
3-Jun-15,5534, , , , , , , , , 
4-Jun-15,5988, , , , , , , , , 
5-Jun-15,5978, , , , , , , , , 
6-Jun-15,6466, , , , , , , , , 
7-Jun-15,6815, , , , , , , , , 
8-Jun-15,6179, , , , , , , , , 
9-Jun-15,6585, , , , , , , , , 
10-Jun-15,7157, , , , , , , , , 
11-Jun-15,8404, , , , , , , , , 
12-Jun-15,9765, , , , , , , , , 
13-Jun-15,8392, , , , , , , , , 
14-Jun-15,7870, , , , , , , , , 
15-Jun-15,7386, , , , , , , , , 
16-Jun-15,7217, , , , , , , , , 
17-Jun-15,7743, , , , , , , , , 
18-Jun-15,7953, , , , , , , , , 
19-Jun-15,7313, , , , , , , , , 
20-Jun-15,6577, , , , , , , , , 
21-Jun-15,6232, , , , , , , , , 
22-Jun-15,5832, , , , , , , , , 
23-Jun-15,5347, , , , , , , , , 
24-Jun-15,4678, , , , , , , , , 
25-Jun-15,4926, , , , , , , , , 
26-Jun-15,4568, , , , , , , , , 
27-Jun-15,4256, , , , , , , , , 
28-Jun-15,4134, , , , , , , , , 
29-Jun-15,3854, , , , , , , , , 
30-Jun-15,3521, , , , , , , , , 
1-Jul-15,3450, , , , , , , , , 
2-Jul-15,3207, , , , , , , , , 
3-Jul-15,3216, , , , , , , , , 
4-Jul-15,3126, , , , , , , , , 
5-Jul-15,2865, , , , , , , , , 
6-Jul-15,2949, , , , , , , , , 
7-Jul-15,2911, , , , , , , , , 
8-Jul-15,2899, , , , , , , , , 
9-Jul-15,3161, , , , , , , , , 
10-Jul-15,2730, , , , , , , , , 
11-Jul-15,2372, , , , , , , , , 
12-Jul-15,2166, , , , , , , , , 
13-Jul-15,2047, , , , , , , , , 
14-Jul-15,2046, , , , , , , , , 
15-Jul-15,2201, , , , , , , , , 
16-Jul-15,1958, , , , , , , , , 
17-Jul-15,1697, , , , , , , , , 
18-Jul-15,1620, , , , , , , , , 
19-Jul-15,1894, , , , , , , , , 
20-Jul-15,1791, , , , , , , , , 
21-Jul-15,1752, , , , , , , , , 
22-Jul-15,1701, , , , , , , , , 
23-Jul-15,1652, , , , , , , , , 
24-Jul-15,1604, , , , , , , , , 
25-Jul-15,1561, , , , , , , , , 
26-Jul-15,1552, , , , , , , , , 
27-Jul-15,1212, , , , , , , , , 
28-Jul-15,1347, , , , , , , , , 
29-Jul-15,1124, , , , , , , , , 
30-Jul-15,1140, , , , , , , , , 
31-Jul-15,1215, , , , , , , , , 
1-Aug-15,1321, , , , , , , , , 
2-Aug-15,1395, , , , , , , , , 
3-Aug-15,1406, , , , , , , , , 
4-Aug-15,1637, , , , , , , , , 
5-Aug-15,1208, , , , , , , , , 
6-Aug-15,1118, , , , , , , , , 
7-Aug-15,1233, , , , , , , , , 
8-Aug-15,1145, , , , , , , , , 
9-Aug-15,1114, , , , , , , , , 
10-Aug-15,1026, , , , , , , , , 
11-Aug-15,979, , , , , , , , , 
12-Aug-15,1201, , , , , , , , , 
13-Aug-15,1123, , , , , , , , , 
14-Aug-15,987, , , , , , , , , 
15-Aug-15,907, , , , , , , , , 
16-Aug-15,912, , , , , , , , , 
17-Aug-15,960, , , , , , , , , 
18-Aug-15,776, , , , , , , , , 
19-Aug-15,810, , , , , , , , , 
20-Aug-15,680, , , , , , , , , 
21-Aug-15,697, , , , , , , , , 
22-Aug-15,693, , , , , , , , , 
23-Aug-15,707, , , , , , , , , 
24-Aug-15,705, , , , , , , , , 
25-Aug-15,612, , , , , , , , , 
26-Aug-15,776, , , , , , , , , 
27-Aug-15,857, , , , , , , , , 
28-Aug-15,929, , , , , , , , , 
29-Aug-15,643, , , , , , , , , 
30-Aug-15,726, , , , , , , , , 
31-Aug-15,626, , , , , , , , , 
1-Sep-15,592, , , , , , , , , 
2-Sep-15,740, , , , , , , , , 
3-Sep-15,883, , , , , , , , , 
4-Sep-15,958, , , , , , , , , 
5-Sep-15,994, , , , , , , , , 
6-Sep-15,944, , , , , , , , , 
7-Sep-15,878, , , , , , , , , 
8-Sep-15,701, , , , , , , , , 
9-Sep-15,846, , , , , , , , , 
10-Sep-15,615, , , , , , , , , 
11-Sep-15,670, , , , , , , , , 
12-Sep-15,601, , , , , , , , , 
13-Sep-15,597, , , , , , , , , 
14-Sep-15,612, , , , , , , , , 
15-Sep-15,809, , , , , , , , , 
16-Sep-15,793, , , , , , , , , 
17-Sep-15,584, , , , , , , , , 
18-Sep-15,623, , , , , , , , , 
19-Sep-15,590, , , , , , , , , 
20-Sep-15,564, , , , , , , , , 
21-Sep-15,559, , , , , , , , , 
22-Sep-15,543, , , , , , , , , 
23-Sep-15,589, , , , , , , , , 
24-Sep-15,529, , , , , , , , , 
25-Sep-15,449, , , , , , , , , 
26-Sep-15,417, , , , , , , , , 
27-Sep-15,455, , , , , , , , , 
28-Sep-15,351, , , , , , , , , 
29-Sep-15,553, , , , , , , , , 
30-Sep-15,483, , , , , , , , , 
1-Oct-15,471, , , , , , , , , 
2-Oct-15,400, , , , , , , , , 
3-Oct-15,521, , , , , , , , , 
4-Oct-15,452, , , , , , , , , 
5-Oct-15,613, , , , , , , , , 
6-Oct-15,480, , , , , , , , , 
7-Oct-15,522, , , , , , , , , 
8-Oct-15,503, , , , , , , , , 
9-Oct-15,570, , , , , , , , , 
10-Oct-15,473, , , , , , , , , 
11-Oct-15,311, , , , , , , , , 
12-Oct-15,508, , , , , , , , , 
13-Oct-15,468, , , , , , , , , 
14-Oct-15,469, , , , , , , , , 
15-Oct-15,462, , , , , , , , , 
16-Oct-15,453, , , , , , , , , 
17-Oct-15,465, , , , , , , , , 
18-Oct-15,559, , , , , , , , , 
19-Oct-15,636, , , , , , , , , 
20-Oct-15,634, , , , , , , , , 
21-Oct-15,479, , , , , , , , , 
22-Oct-15,865, , , , , , , , , 
23-Oct-15,747, , , , , , , , , 
24-Oct-15,692, , , , , , , , , 
25-Oct-15,679, , , , , , , , , 
26-Oct-15,565, , , , , , , , , 
27-Oct-15,600, , , , , , , , , 
28-Oct-15,565, , , , , , , , , 
29-Oct-15,610, , , , , , , , , 
30-Oct-15,558, , , , , , , , , 
31-Oct-15,496, , , , , , , , , 
1-Nov-15,590, , , , , , , , , 
2-Nov-15,491, , , , , , , , , 
3-Nov-15,551, , , , , , , , , 
4-Nov-15,635, , , , , , , , , 
5-Nov-15,577, , , , , , , , , 
6-Nov-15,457, , , , , , , , , 
7-Nov-15,432, , , , , , , , , 
8-Nov-15,444, , , , , , , , , 
9-Nov-15,454, , , , , , , , , 
10-Nov-15,595, , , , , , , , , 
11-Nov-15,388, , , , , , , , , 
12-Nov-15,469, , , , , , , , , 
13-Nov-15,443, , , , , , , , , 
14-Nov-15,465, , , , , , , , , 
15-Nov-15,516, , , , , , , , , 
16-Nov-15,462, , , , , , , , , 
17-Nov-15,705, , , , , , , , , 
18-Nov-15,558, , , , , , , , , 
19-Nov-15,535, , , , , , , , , 
20-Nov-15,499, , , , , , , , , 
21-Nov-15,436, , , , , , , , , 
22-Nov-15,447, , , , , , , , , 
23-Nov-15,453, , , , , , , , , 
24-Nov-15,613, , , , , , , , , 
25-Nov-15,422, , , , , , , , , 
26-Nov-15,480, , , , , , , , , 
27-Nov-15,670, , , , , , , , , 
28-Nov-15,501, , , , , , , , , 
29-Nov-15,493, , , , , , , , , 
30-Nov-15,534, , , , , , , , , 
1-Dec-15,287, , , , , , , , , 
2-Dec-15,394, , , , , , , , , 
3-Dec-15,330, , , , , , , , , 
4-Dec-15,477, , , , , , , , , 
5-Dec-15,481, , , , , , , , , 
6-Dec-15,260, , , , , , , , , 
7-Dec-15,304, , , , , , , , , 
8-Dec-15,273, , , , , , , , , 
9-Dec-15,576, , , , , , , , , 
10-Dec-15,691, , , , , , , , , 
11-Dec-15,486, , , , , , , , , 
12-Dec-15,426, , , , , , , , , 
13-Dec-15,713, , , , , , , , , 
14-Dec-15,402, , , , , , , , , 
15-Dec-15,477, , , , , , , , , 
16-Dec-15,365, , , , , , , , , 
17-Dec-15,526, , , , , , , , , 
18-Dec-15,320, , , , , , , , , 
19-Dec-15,338, , , , , , , , , 
20-Dec-15,563, , , , , , , , , 
21-Dec-15,680, , , , , , , , , 
22-Dec-15,487, , , , , , , , , 
23-Dec-15,675, , , , , , , , , 
24-Dec-15,438, , , , , , , , , 
25-Dec-15,416, , , , , , , , , 
26-Dec-15,403, , , , , , , , , 
27-Dec-15,353, , , , , , , , , 
28-Dec-15,276, , , , , , , , , 
29-Dec-15,407, , , , , , , , , 
30-Dec-15,422, , , , , , , , , 
31-Dec-15,499, , , , , , , , , 
1-Jan-16,359, , , , , , , , , 
2-Jan-16,400, , , , , , , , , 
3-Jan-16,328, , , , , , , , , 
4-Jan-16,358, , , , , , , , , 
5-Jan-16,475, , , , , , , , , 
6-Jan-16,573, , , , , , , , , 
7-Jan-16,552, , , , , , , , , 
8-Jan-16,513, , , , , , , , , 
9-Jan-16,498, , , , , , , , , 
10-Jan-16,399, , , , , , , , , 
11-Jan-16,372, , , , , , , , , 
12-Jan-16,292, , , , , , , , , 
13-Jan-16,457, , , , , , , , , 
14-Jan-16,304, , , , , , , , , 
15-Jan-16,395, , , , , , , , , 
16-Jan-16,449, , , , , , , , , 
17-Jan-16,402, , , , , , , , , 
18-Jan-16,390, , , , , , , , , 
19-Jan-16,420, , , , , , , , , 
20-Jan-16,360, , , , , , , , , 
21-Jan-16,419, , , , , , , , , 
22-Jan-16,393, , , , , , , , , 
23-Jan-16,425, , , , , , , , , 
24-Jan-16,404, , , , , , , , , 
25-Jan-16,457, , , , , , , , , 
26-Jan-16,501, , , , , , , , , 
27-Jan-16,334, , , , , , , , , 
28-Jan-16,474, , , , , , , , , 
29-Jan-16,437, , , , , , , , , 
30-Jan-16,495, , , , , , , , , 
31-Jan-16,844, , , , , , , , , 
1-Feb-16,503, , , , , , , , , 
2-Feb-16,561, , , , , , , , , 
3-Feb-16,414, , , , , , , , , 
4-Feb-16,345, , , , , , , , , 
5-Feb-16,381, , , , , , , , , 
6-Feb-16,488, , , , , , , , , 
7-Feb-16,407, , , , , , , , , 
8-Feb-16,353, , , , , , , , , 
9-Feb-16,440, , , , , , , , , 
10-Feb-16,432, , , , , , , , , 
11-Feb-16,478, , , , , , , , , 
12-Feb-16,395, , , , , , , , , 
13-Feb-16,450, , , , , , , , , 
14-Feb-16,408, , , , , , , , , 
15-Feb-16,462, , , , , , , , , 
16-Feb-16,519, , , , , , , , , 
17-Feb-16,479, , , , , , , , , 
18-Feb-16,502, , , , , , , , , 
19-Feb-16,454, , , , , , , , , 
20-Feb-16,394, , , , , , , , , 
21-Feb-16,498, , , , , , , , , 
22-Feb-16,464, , , , , , , , , 
23-Feb-16,543, , , , , , , , , 
24-Feb-16,470, , , , , , , , , 
25-Feb-16,411, , , , , , , , , 
26-Feb-16,471, , , , , , , , , 
27-Feb-16,619, , , , , , , , , 
28-Feb-16,301, , , , , , , , , 
29-Feb-16,422, , , , , , , , , 
1-Mar-16,581, , , , , , , , , 
2-Mar-16,675, , , , , , , , , 
3-Mar-16,532, , , , , , , , , 
4-Mar-16,536, , , , , , , , , 
5-Mar-16,654, , , , , , , , , 
6-Mar-16,641, , , , , , , , , 
7-Mar-16,807, , , , , , , , , 
8-Mar-16,489, , , , , , , , , 
9-Mar-16,683, , , , , , , , , 
10-Mar-16,571, , , , , , , , , 
11-Mar-16,751, , , , , , , , , 
12-Mar-16,714, , , , , , , , , 
13-Mar-16,755, , , , , , , , , 
14-Mar-16,898, , , , , , , , , 
15-Mar-16,761, , , , , , , , , 
16-Mar-16,800, , , , , , , , , 
17-Mar-16,570, , , , , , , , , 
18-Mar-16,628, , , , , , , , , 
19-Mar-16,649, , , , , , , , , 
20-Mar-16,660, , , , , , , , , 
21-Mar-16,601, , , , , , , , , 
22-Mar-16,689, , , , , , , , , 
23-Mar-16,947, , , , , , , , , 
24-Mar-16,684, , , , , , , , , 
25-Mar-16,719, , , , , , , , , 
26-Mar-16,614, , , , , , , , , 
27-Mar-16,537, , , , , , , , , 
28-Mar-16,603, , , , , , , , , 
29-Mar-16,718, , , , , , , , , 
30-Mar-16,607, , , , , , , , , 
31-Mar-16,668, , , , , , , , , 
1-Apr-16,504, , , , , , , , , 
2-Apr-16,582, , , , , , , , , 
3-Apr-16,657, , , , , , , , , 
4-Apr-16,764, , , , , , , , , 
5-Apr-16,867, , , , , , , , , 
6-Apr-16,688, , , , , , , , , 
7-Apr-16,946, , , , , , , , , 
8-Apr-16,1105, , , , , , , , , 
9-Apr-16,1289, , , , , , , , , 
10-Apr-16,1575, , , , , , , , , 
11-Apr-16,1416, , , , , , , , , 
12-Apr-16,1459, , , , , , , , , 
13-Apr-16,1483, , , , , , , , , 
14-Apr-16,1635, , , , , , , , , 
15-Apr-16,1932, , , , , , , , , 
16-Apr-16,1622, , , , , , , , , 
17-Apr-16,1412, , , , , , , , , 
18-Apr-16,1203, , , , , , , , , 
19-Apr-16,1251, , , , , , , , , 
20-Apr-16,1166, , , , , , , , , 
21-Apr-16,1239, , , , , , , , , 
22-Apr-16,1315, , , , , , , , , 
23-Apr-16,1435, , , , , , , , , 
24-Apr-16,1773, , , , , , , , , 
25-Apr-16,1451, , , , , , , , , 
26-Apr-16,1647, , , , , , , , , 
27-Apr-16,1367, , , , , , , , , 
28-Apr-16,1442, , , , , , , , , 
29-Apr-16,1309, , , , , , , , , 
30-Apr-16,1360, , , , , , , , , 
1-May-16,1173, , , , , , , , , 
2-May-16,1157, , , , , , , , , 
3-May-16,1179, , , , , , , , , 
4-May-16,1166, , , , , , , , , 
5-May-16,1535, , , , , , , , , 
6-May-16,1894, , , , , , , , , 
7-May-16,2222, , , , , , , , , 
8-May-16,2096, , , , , , , , , 
9-May-16,1881, , , , , , , , , 
10-May-16,2191, , , , , , , , , 
11-May-16,2221, , , , , , , , , 
12-May-16,1925, , , , , , , , , 
13-May-16,1790, , , , , , , , , 
14-May-16,2291, , , , , , , , , 
15-May-16,2518, , , , , , , , , 
16-May-16,3238, , , , , , , , , 
17-May-16,2934, , , , , , , , , 
18-May-16,2751, , , , , , , , , 
19-May-16,2809, , , , , , , , , 
20-May-16,2794, , , , , , , , , 
21-May-16,3072, , , , , , , , , 
22-May-16,3718, , , , , , , , , 
23-May-16,4041, , , , , , , , , 
24-May-16,3945, , , , , , , , , 
25-May-16,3945, , , , , , , , , 
26-May-16,3740, , , , , , , , , 
27-May-16,3498, , , , , , , , , 
28-May-16,3308, , , , , , , , , 
29-May-16,3387, , , , , , , , , 
30-May-16,3214, , , , , , , , , 
31-May-16,3417, , , , , , , , , 
1-Jun-16,3897, , , , , , , , , 
2-Jun-16,4316, , , , , , , , , 
3-Jun-16,4950, , , , , , , , , 
4-Jun-16,5231, , , , , , , , , 
5-Jun-16,6294, , , , , , , , , 
6-Jun-16,7264, , , , , , , , , 
7-Jun-16,7028, , , , , , , , , 
8-Jun-16,7148, , , , , , , , , 
9-Jun-16,6778, , , , , , , , , 
10-Jun-16,7017, , , , , , , , , 
11-Jun-16,6989, , , , , , , , , 
12-Jun-16,6934, , , , , , , , , 
13-Jun-16,7021, , , , , , , , , 
14-Jun-16,5592, , , , , , , , , 
15-Jun-16,5128, , , , , , , , , 
